YEARMO,Year,Month,DAHR, DAY01,DAHR, DAY02,DAHR, DAY03,DAHR, DAY04,DAHR, DAY05,DAHR, DAY06,DAHR, DAY07,DAHR, DAY08,DAHR, DAY09,DAHR, DAY10,DAHR, DAY11,DAHR, DAY12,DAHR, DAY13,DAHR, DAY14,DAHR, DAY15,DAHR, DAY16,DAHR, DAY17,DAHR, DAY18,DAHR, DAY19,DAHR, DAY20,DAHR, DAY21,DAHR, DAY22,DAHR, DAY23,DAHR, DAY24,DAHR, DAY25,DAHR, DAY26,DAHR, DAY27,DAHR, DAY28,DAHR, DAY29,DAHR, DAY30,DAHR, DAY31
196911,1969,11,118,7,218,8,318,6,418,7,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1199,-99999,1299,-99999,1399,-99999,1499,-99999,1599,-99999,1699,-99999,1799,-99999,1899,-99999,1999,-99999,2099,-99999,2199,-99999,2299,-99999,2399,-99999,2499,-99999,2599,-99999,2699,-99999,2799,-99999,2899,-99999,2999,-99999,3099,-99999,3199,-99999
197005,1970,5,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1199,-99999,1299,-99999,1318,28,1418,42,1518,26,1618,21,1718,37,1818,39,1918,34,2018,51,2118,54,2218,10,2318,35,2418,31,2518,24,2618,19,2718,4,2818,24,2918,41,3018,18,3118,41
197006,1970,6,118,20,218,20,318,34,418,4,518,26,618,26,718,27,818,38,918,44,1018,66,1118,22,1218,20,1318,50,1418,46,1518,80,1618,64,1718,64,1818,78,1918,73,2018,70,2118,40,2218,37,2318,31,2418,38,2518,45,2618,48,2718,48,2818,45,2918,68,3018,42,3199,-99999
197007,1970,7,118,55,218,49,318,54,418,71,518,48,618,45,718,50,818,85,918,40,1018,21,1118,43,1218,99999,1318,3,1418,34,1518,45,1618,42,1718,44,1818,48,1918,63,2018,40,2118,10,2218,18,2318,34,2418,37,2518,42,2618,45,2718,49,2818,47,2918,17,3018,52,3118,53
197008,1970,8,118,41,218,40,318,43,418,47,518,40,618,44,718,46,818,48,918,64,1018,61,1118,19,1218,32,1318,36,1418,37,1518,31,1618,43,1718,36,1818,60,1918,67,2018,31,2118,29,2218,17,2318,15,2418,38,2518,30,2618,27,2718,31,2818,37,2918,28,3018,30,3118,22
197009,1970,9,118,29,218,19,318,29,418,45,518,53,618,54,718,44,818,33,918,23,1018,54,1118,24,1218,40,1318,40,1418,7,1518,19,1618,28,1718,11,1818,7,1918,12,2018,23,2118,34,2218,18,2399,-99999,2418,10,2518,21,2618,18,2718,21,2818,3,2918,9,3018,17,3199,-99999
197010,1970,10,118,21,218,9,318,16,418,27,518,15,618,20,718,23,818,37,918,1,1018,9,1118,27,1218,8,1318,9,1418,12,1518,7,1618,10,1718,6,1818,2,1918,5,2018,9,2118,14,2218,55,2318,23,2418,1,2518,20,2618,14,2718,21,2818,9,2999,-99999,3099,-99999,3199,-99999
197105,1971,5,118,9,218,42,318,36,418,25,518,44,618,66,718,33,818,32,918,32,1018,99999,1118,23,1218,41,1318,33,1418,19,1518,39,1618,37,1718,64,1818,48,1918,44,2018,24,2118,56,2218,41,2318,17,2418,22,2518,40,2618,63,2718,72,2818,14,2918,8,3018,43,3118,3
197106,1971,6,199,-99999,218,12,399,-99999,418,23,518,44,618,35,718,51,818,71,918,29,1018,30,1118,45,1218,22,1318,40,1418,23,1518,30,1618,24,1718,40,1818,47,1918,51,2018,59,2118,19,2218,8,2318,29,2418,52,2518,53,2618,69,2718,63,2818,38,2918,50,3018,35,3199,-99999
197107,1971,7,118,39,218,15,318,39,418,51,518,68,618,48,718,60,818,58,918,46,1018,10,1118,60,1218,45,1318,72,1418,79,1518,66,1618,64,1718,50,1818,73,1918,56,2018,20,2118,24,2218,44,2318,35,2418,12,2518,21,2618,29,2718,29,2818,43,2918,21,3018,23,3118,36
197108,1971,8,118,30,218,32,318,26,418,31,518,36,618,18,718,7,818,24,918,21,1018,43,1118,31,1218,28,1318,31,1418,11,1518,15,1618,12,1718,18,1818,26,1918,32,2018,30,2118,35,2218,33,2318,36,2418,29,2518,12,2618,26,2718,35,2818,14,2918,44,3018,23,3118,28
197109,1971,9,118,31,218,38,318,36,418,28,518,46,618,47,718,23,818,36,918,31,1018,26,1118,30,1218,47,1318,34,1418,30,1599,-99999,1699,-99999,1718,37,1899,-99999,1918,11,2018,10,2118,19,2218,9,2318,13,2418,1,2599,-99999,2618,19,2718,22,2818,34,2918,12,3018,14,3199,-99999
197110,1971,10,118,39,218,20,399,-99999,499,-99999,518,6,618,19,718,20,818,14,918,5,1018,25,1118,13,1218,8,1318,18,1418,21,1518,21,1618,16,1718,18,1818,99999,1918,10,2018,46,2118,10,2218,10,2318,4,2418,12,2518,7,2618,8,2718,15,2818,13,2918,0,3018,10,3118,13
197205,1972,5,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1199,-99999,1299,-99999,1399,-99999,1499,-99999,1599,-99999,1699,-99999,1718,10,1818,57,1918,24,2018,27,2118,41,2218,37,2318,38,2418,25,2518,40,2618,21,2718,48,2899,-99999,2999,-99999,3099,-99999,3118,29
197206,1972,6,118,31,218,38,318,46,418,22,518,56,618,38,718,38,818,41,918,44,1018,42,1118,22,1218,28,1318,27,1418,39,1518,27,1618,26,1718,35,1818,32,1918,42,2018,52,2118,46,2218,37,2318,41,2418,10,2518,36,2618,35,2718,50,2818,52,2918,41,3018,40,3199,-99999
197207,1972,7,118,51,218,44,318,32,418,28,518,16,618,32,718,33,818,44,918,33,1018,21,1118,42,1218,29,1318,30,1418,51,1518,52,1618,60,1718,65,1818,51,1918,34,2018,44,2118,38,2218,39,2318,41,2418,41,2518,40,2618,52,2718,53,2818,58,2918,24,3018,56,3118,22
197208,1972,8,118,38,218,41,318,55,418,43,518,28,618,35,718,34,818,34,918,40,1018,25,1118,25,1218,33,1318,42,1418,9,1518,22,1618,33,1718,31,1818,27,1918,30,2018,51,2118,28,2218,43,2318,12,2418,99999,2518,62,2618,20,2718,35,2818,35,2918,20,3018,26,3118,36
197209,1972,9,199,-99999,299,-99999,318,16,418,9,518,18,618,17,718,27,818,37,918,30,1018,32,1118,30,1218,30,1318,38,1418,40,1518,32,1618,22,1718,39,1818,44,1918,33,2018,43,2118,26,2218,20,2318,8,2418,30,2518,28,2618,30,2718,13,2818,15,2918,34,3018,30,3199,-99999
197210,1972,10,118,21,218,34,318,26,418,28,518,21,618,33,718,25,818,26,918,24,1018,27,1118,35,1218,25,1318,24,1418,29,1518,21,1618,11,1799,-99999,1818,23,1918,13,2018,17,2199,-99999,2299,-99999,2318,15,2418,9,2518,6,2618,19,2799,-99999,2899,-99999,2999,-99999,3099,-99999,3199,-99999
197306,1973,6,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,618,29,718,35,818,33,918,35,1018,30,1118,42,1218,38,1318,16,1418,11,1518,33,1699,-99999,1799,-99999,1899,-99999,1999,-99999,2018,22,2118,25,2218,36,2318,46,2418,61,2518,49,2618,44,2718,50,2899,-99999,2999,-99999,3018,18,3199,-99999
197307,1973,7,118,32,218,50,318,41,418,51,518,27,618,39,718,43,818,43,918,34,1018,46,1118,25,1218,27,1318,41,1499,-99999,1599,-99999,1699,-99999,1718,39,1818,31,1918,42,2018,49,2118,50,2218,28,2318,29,2418,24,2518,33,2618,31,2718,23,2818,34,2918,23,3018,6,3118,22
197308,1973,8,118,26,218,31,318,23,418,25,518,25,618,34,718,29,818,31,918,77,1018,14,1118,14,1218,42,1318,32,1418,28,1518,35,1618,49,1718,25,1818,26,1918,25,2018,25,2118,31,2218,25,2318,43,2418,43,2518,42,2618,42,2718,34,2818,19,2918,33,3018,11,3118,32
197309,1973,9,118,26,218,10,318,30,418,26,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1018,22,1118,23,1218,17,1318,31,1418,21,1518,1,1618,21,1718,12,1818,12,1918,6,2018,17,2118,21,2218,20,2318,20,2418,19,2518,13,2618,28,2718,10,2818,7,2918,18,3018,9,3199,-99999
197310,1973,10,118,9,218,14,318,16,418,31,518,9,618,10,718,17,818,15,918,14,1018,22,1118,28,1218,9,1318,6,1418,12,1518,7,1618,4,1718,15,1818,10,1918,12,2018,22,2118,15,2218,13,2318,25,2418,26,2518,20,2618,4,2718,22,2818,14,2918,0,3018,24,3118,0
197408,1974,8,118,39,218,18,318,42,418,5,518,28,618,12,799,-99999,818,31,918,21,1099,-99999,1118,61,1218,32,1318,28,1418,36,1518,6,1699,-99999,1799,-99999,1818,49,1918,38,2099,-99999,2118,2,2299,-99999,2399,-99999,2499,-99999,2518,26,2618,31,2718,7,2818,19,2918,19,3018,16,3118,35
197409,1974,9,118,35,299,-99999,399,-99999,418,15,518,21,618,18,718,37,899,-99999,999,-99999,1018,23,1118,15,1218,32,1318,14,1418,26,1518,22,1699,-99999,1718,38,1818,19,1999,-99999,2018,2,2199,-99999,2218,10,2318,44,2418,4,2599,-99999,2618,15,2718,19,2818,8,2918,9,3018,14,3199,-99999
197410,1974,10,199,-99999,218,8,318,14,418,41,518,13,618,34,718,5,818,7,918,2,1018,20,1118,18,1218,10,1318,19,1418,5,1518,6,1618,6,1718,21,1818,6,1918,32,2018,22,2118,5,2218,21,2318,5,2418,6,2518,10,2699,-99999,2718,6,2899,-99999,2918,0,3018,16,3199,-99999
197411,1974,11,118,9,218,15,318,10,418,14,518,20,618,1,718,5,899,-99999,918,19,1018,28,1118,16,1218,3,1318,12,1418,18,1518,6,1618,2,1718,17,1818,2,1918,2,2018,14,2118,9,2218,13,2318,14,2418,24,2599,-99999,2699,-99999,2799,-99999,2899,-99999,2999,-99999,3099,-99999,3199,-99999
197506,1975,6,199,-99999,299,-99999,318,47,418,43,518,44,618,60,718,66,818,13,918,17,1018,15,1118,15,1218,20,1318,44,1418,46,1518,52,1618,56,1718,15,1818,21,1918,59,2018,32,2118,26,2218,59,2318,10,2418,10,2518,16,2618,23,2718,30,2818,1,2918,30,3018,20,3199,-99999
197507,1975,7,118,39,218,28,318,27,418,27,518,31,699,-99999,718,47,899,-99999,918,27,1018,7,1118,27,1218,32,1318,38,1418,29,1518,37,1618,39,1718,39,1818,31,1918,27,2018,17,2118,33,2299,-99999,2318,35,2499,-99999,2599,-99999,2699,-99999,2799,-99999,2818,38,2918,12,3018,17,3118,25
197508,1975,8,118,26,218,15,318,21,418,28,518,27,618,15,718,38,818,32,918,26,1018,28,1199,-99999,1218,39,1318,35,1499,-99999,1599,-99999,1618,10,1718,29,1818,21,1918,24,2018,27,2118,35,2218,38,2399,-99999,2418,37,2518,40,2618,40,2718,10,2818,6,2918,45,3018,34,3199,-99999
197509,1975,9,199,-99999,218,36,318,34,418,30,518,26,618,31,718,41,818,27,918,26,1099,-99999,1199,-99999,1218,35,1318,8,1418,3,1518,2,1618,6,1718,12,1818,16,1918,29,2018,27,2118,14,2218,5,2318,23,2418,25,2518,39,2618,24,2718,30,2818,14,2918,18,3018,17,3199,-99999
197510,1975,10,118,34,218,21,318,15,418,39,518,20,618,20,718,20,818,29,918,7,1018,40,1118,24,1218,35,1318,44,1418,26,1518,19,1618,2,1718,19,1818,23,1918,12,2018,27,2118,12,2218,46,2399,-99999,2418,32,2518,6,2618,25,2718,13,2818,17,2918,18,3018,15,3118,11
197604,1976,4,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1199,-99999,1299,-99999,1399,-99999,1499,-99999,1599,-99999,1699,-99999,1799,-99999,1899,-99999,1999,-99999,2099,-99999,2199,-99999,2218,24,2318,43,2418,14,2518,39,2618,47,2718,29,2818,42,2918,57,3018,12,3199,-99999
197605,1976,5,118,14,218,14,318,42,418,24,518,40,618,14,718,12,818,18,918,36,1018,9,1118,2,1218,23,1318,6,1418,35,1518,17,1618,23,1718,41,1818,32,1918,44,2018,40,2118,22,2218,33,2318,56,2418,18,2518,33,2618,42,2718,43,2818,10,2918,30,3018,40,3118,44
197606,1976,6,118,26,218,30,318,32,418,28,518,34,618,22,718,19,818,18,918,43,1018,45,1118,32,1218,67,1318,34,1418,63,1518,27,1618,33,1718,53,1818,32,1918,14,2018,39,2118,40,2218,45,2318,40,2418,38,2518,16,2618,27,2718,32,2818,35,2918,36,3018,55,3199,-99999
197607,1976,7,118,33,218,16,318,57,418,32,518,17,618,21,718,38,818,42,918,45,1018,24,1118,32,1218,16,1318,55,1418,36,1518,19,1699,-99999,1718,32,1818,32,1918,26,2018,5,2118,38,2218,44,2318,43,2418,50,2518,35,2618,99999,2718,80,2818,21,2999,-99999,3099,-99999,3118,11
197608,1976,8,199,-99999,218,40,318,27,418,36,518,26,699,-99999,718,29,818,33,918,31,1018,35,1118,41,1218,45,1318,43,1418,46,1518,47,1618,32,1718,41,1818,34,1918,32,2018,31,2118,27,2218,32,2318,30,2418,18,2518,99999,2618,78,2718,31,2818,36,2918,29,3018,4,3118,22
197609,1976,9,118,8,218,8,318,24,418,14,518,37,618,25,718,29,818,28,918,19,1018,12,1118,26,1218,31,1399,-99999,1418,8,1518,10,1618,14,1718,11,1818,19,1918,11,2018,9,2118,19,2218,20,2318,23,2418,17,2518,33,2618,5,2718,8,2818,13,2918,14,3018,12,3199,-99999
197610,1976,10,118,99999,218,46,318,17,418,30,518,5,618,33,718,9,818,0,918,15,1018,18,1118,21,1218,29,1318,21,1418,8,1518,20,1618,11,1718,22,1818,15,1918,12,2018,17,2118,13,2218,20,2318,8,2418,16,2518,11,2618,12,2718,99999,2818,9,2918,12,3099,-99999,3199,-99999
197705,1977,5,199,-99999,299,-99999,318,19,418,30,518,27,618,20,718,11,818,24,918,31,1018,21,1118,23,1218,20,1318,16,1418,26,1518,34,1618,33,1718,42,1818,20,1918,12,2099,-99999,2199,-99999,2218,36,2318,24,2418,31,2518,34,2618,36,2718,31,2818,18,2918,21,3018,31,3118,55
197706,1977,6,199,-99999,218,22,318,17,418,51,518,38,618,49,718,35,818,33,918,52,1018,42,1118,62,1218,45,1318,20,1418,40,1518,46,1618,27,1718,26,1818,65,1918,37,2018,56,2118,51,2218,52,2318,54,2418,38,2518,17,2618,38,2718,27,2818,41,2918,43,3018,43,3199,-99999
197707,1977,7,118,65,299,-99999,399,-99999,418,54,518,35,618,54,718,40,818,43,918,27,1018,39,1118,31,1218,66,1318,37,1418,77,1518,46,1618,26,1718,42,1818,42,1918,59,2018,39,2118,30,2218,28,2318,37,2418,30,2518,38,2618,31,2718,50,2818,58,2918,38,3018,28,3118,43
197708,1977,8,118,6,218,44,318,33,418,22,518,68,618,45,718,43,818,39,918,55,1018,30,1118,31,1218,31,1318,20,1418,24,1518,25,1618,33,1718,41,1818,24,1918,22,2018,18,2118,13,2218,12,2318,20,2418,26,2599,-99999,2618,33,2718,47,2818,41,2918,19,3018,1,3118,36
197709,1977,9,118,19,218,39,318,10,418,35,518,24,618,13,718,15,818,22,918,37,1018,20,1118,21,1218,26,1318,29,1418,12,1518,21,1618,27,1718,20,1818,50,1918,33,2018,15,2118,45,2218,36,2318,43,2418,21,2518,30,2618,35,2718,8,2818,41,2918,21,3018,33,3199,-99999
197710,1977,10,118,48,218,32,318,22,418,10,518,8,618,1,718,6,818,25,918,15,1018,29,1118,42,1218,21,1318,14,1418,23,1518,18,1618,21,1718,28,1818,22,1918,18,2018,20,2118,27,2218,26,2318,31,2418,7,2518,12,2618,8,2718,16,2818,6,2918,99999,3018,30,3118,3
197804,1978,4,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1199,-99999,1299,-99999,1399,-99999,1499,-99999,1599,-99999,1699,-99999,1799,-99999,1899,-99999,1999,-99999,2099,-99999,2199,-99999,2299,-99999,2399,-99999,2418,25,2518,30,2618,17,2718,34,2818,44,2918,17,3018,26,3199,-99999
197805,1978,5,118,21,218,19,399,-99999,418,2,518,22,618,7,718,2,818,22,918,4,1018,48,1118,24,1218,32,1318,62,1418,35,1518,41,1618,38,1718,19,1818,21,1918,29,2099,-99999,2199,-99999,2299,-99999,2318,36,2418,34,2518,56,2618,22,2799,-99999,2899,-99999,2999,-99999,3018,24,3118,39
197806,1978,6,118,36,218,16,318,10,418,20,518,27,699,-99999,718,13,818,24,918,25,1018,35,1118,38,1218,55,1318,29,1418,17,1518,43,1618,49,1718,51,1818,38,1918,29,2018,50,2118,21,2218,34,2318,37,2418,48,2518,59,2618,63,2718,56,2818,41,2918,54,3018,41,3199,-99999
197807,1978,7,118,48,218,43,318,57,418,40,518,49,618,52,718,45,818,45,918,45,1018,27,1118,40,1218,60,1318,40,1418,52,1518,50,1618,44,1718,35,1818,57,1918,42,2018,59,2118,40,2218,58,2399,-99999,2499,-99999,2518,35,2618,45,2718,39,2818,43,2918,38,3018,44,3118,46
197808,1978,8,118,41,218,39,318,31,418,16,518,0,618,16,718,26,818,34,918,28,1018,25,1118,16,1218,52,1318,48,1418,48,1518,53,1618,28,1718,45,1818,48,1918,56,2018,29,2118,41,2218,32,2318,33,2418,37,2518,33,2618,39,2718,37,2818,44,2918,29,3018,33,3118,25
197809,1978,9,118,31,218,18,318,40,418,34,518,23,618,35,718,30,818,29,918,13,1018,15,1118,25,1218,24,1318,26,1418,34,1518,12,1618,48,1718,47,1818,50,1918,37,2018,44,2118,6,2218,20,2318,13,2418,14,2518,17,2618,9,2718,15,2818,15,2918,19,3018,27,3199,-99999
197810,1978,10,118,23,218,29,318,40,418,25,518,29,618,22,718,19,818,23,918,13,1018,21,1118,21,1218,7,1318,46,1418,29,1518,25,1618,24,1718,19,1818,29,1918,10,2018,25,2118,15,2218,41,2318,17,2418,15,2518,8,2618,24,2718,13,2818,15,2918,7,3018,27,3118,17
197811,1978,11,118,10,218,20,318,10,418,20,518,17,618,8,799,-99999,899,-99999,918,17,1018,21,1118,23,1218,8,1318,0,1418,3,1599,-99999,1699,-99999,1799,-99999,1899,-99999,1999,-99999,2099,-99999,2199,-99999,2299,-99999,2399,-99999,2499,-99999,2599,-99999,2699,-99999,2799,-99999,2899,-99999,2999,-99999,3099,-99999,3199,-99999
197904,1979,4,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1199,-99999,1299,-99999,1399,-99999,1499,-99999,1518,21,1618,46,1718,30,1818,7,1918,18,2018,12,2118,5,2218,18,2318,18,2418,19,2518,21,2618,49,2718,21,2818,10,2918,5,3018,18,3199,-99999
197905,1979,5,118,26,218,37,318,0,418,11,518,20,618,19,718,46,818,41,918,38,1018,25,1118,20,1218,10,1318,15,1418,31,1518,40,1618,34,1799,-99999,1818,31,1918,42,2018,36,2118,27,2218,12,2318,15,2418,28,2518,24,2618,26,2718,22,2818,18,2918,27,3018,20,3118,31
197906,1979,6,118,22,218,26,318,22,418,20,518,30,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1118,27,1218,27,1318,34,1418,50,1518,51,1618,42,1799,-99999,1818,51,1918,47,2018,27,2118,41,2218,31,2318,35,2499,-99999,2518,20,2618,99999,2718,30,2818,36,2918,47,3018,35,3199,-99999
197907,1979,7,118,48,218,43,318,49,418,50,518,41,618,52,799,-99999,818,29,918,26,1018,23,1118,27,1218,38,1318,37,1418,39,1599,-99999,1699,-99999,1718,33,1818,10,1918,7,2018,18,2118,18,2218,28,2318,31,2418,12,2518,32,2618,15,2718,37,2818,50,2918,15,3099,-99999,3118,55
197908,1979,8,118,23,218,34,318,29,418,28,518,39,618,46,718,48,899,-99999,918,41,1018,36,1118,34,1218,15,1318,50,1418,36,1518,35,1699,-99999,1718,43,1818,41,1918,39,2018,21,2118,29,2218,46,2318,26,2418,38,2518,19,2618,31,2718,10,2818,17,2918,37,3018,33,3118,18
197909,1979,9,199,-99999,299,-99999,318,10,418,20,518,26,618,27,718,11,818,29,918,32,1018,26,1118,28,1218,19,1318,25,1418,31,1518,22,1699,-99999,1718,34,1818,27,1918,17,2018,7,2118,13,2218,15,2318,25,2418,29,2518,26,2618,29,2718,26,2818,28,2999,-99999,3018,24,3199,-99999
197910,1979,10,118,20,218,39,318,29,418,40,518,25,618,27,718,25,818,50,918,44,1018,16,1118,29,1218,21,1318,40,1418,19,1518,16,1618,5,1718,28,1818,7,1918,24,2018,35,2118,43,2299,-99999,2318,15,2418,16,2518,8,2618,20,2718,33,2818,20,2918,17,3018,10,3118,33
197911,1979,11,118,14,218,4,318,8,418,14,518,18,618,13,718,2,818,5,918,10,1018,18,1118,9,1299,-99999,1399,-99999,1499,-99999,1599,-99999,1699,-99999,1799,-99999,1899,-99999,1999,-99999,2099,-99999,2199,-99999,2299,-99999,2399,-99999,2499,-99999,2599,-99999,2699,-99999,2799,-99999,2899,-99999,2999,-99999,3099,-99999,3199,-99999
198004,1980,4,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1199,-99999,1299,-99999,1399,-99999,1499,-99999,1599,-99999,1699,-99999,1799,-99999,1899,-99999,1999,-99999,2099,-99999,2199,-99999,2299,-99999,2399,-99999,2499,-99999,2599,-99999,2699,-99999,2718,4,2818,17,2918,12,3018,27,3199,-99999
198005,1980,5,118,4,218,20,318,12,418,23,518,23,618,21,718,25,818,12,918,35,1018,37,1118,38,1218,52,1318,64,1418,29,1518,27,1699,-99999,1718,38,1899,-99999,1918,28,2018,20,2118,15,2218,15,2318,17,2418,23,2518,32,2618,38,2718,31,2818,6,2999,-99999,3099,-99999,3118,33
198006,1980,6,118,23,218,16,318,28,418,20,518,40,618,53,718,44,818,36,918,28,1099,-99999,1118,29,1218,41,1318,47,1418,55,1518,25,1618,68,1718,39,1818,18,1918,41,2018,56,2118,16,2218,35,2318,38,2418,38,2518,49,2618,57,2718,44,2818,60,2918,48,3018,42,3199,-99999
198007,1980,7,118,57,218,56,318,54,499,-99999,518,75,618,39,718,62,818,54,918,72,1099,-99999,1118,68,1218,64,1318,60,1418,48,1518,53,1699,-99999,1718,54,1818,55,1918,57,2018,38,2118,35,2218,29,2318,50,2418,31,2518,45,2618,40,2718,61,2899,-99999,2918,99999,3018,122,3118,55
198008,1980,8,118,59,218,58,318,59,418,46,518,57,618,57,718,50,818,46,918,54,1018,49,1118,41,1218,39,1318,20,1418,37,1518,41,1618,45,1718,57,1818,40,1918,47,2018,50,2118,45,2218,22,2318,50,2418,37,2518,33,2618,43,2718,43,2818,31,2918,18,3018,28,3118,60
198009,1980,9,118,39,218,51,318,11,418,34,518,34,618,23,718,27,818,33,999,-99999,1018,34,1118,24,1218,36,1318,49,1418,35,1518,27,1618,31,1718,58,1818,29,1918,21,2018,51,2118,49,2218,48,2318,27,2418,15,2518,15,2618,26,2718,99999,2818,16,2918,7,3018,0,3199,-99999
198010,1980,10,118,20,218,31,318,27,418,8,518,23,618,29,718,22,818,17,918,35,1018,31,1118,26,1218,28,1318,27,1418,30,1518,15,1618,36,1718,20,1899,-99999,1999,-99999,2099,-99999,2199,-99999,2299,-99999,2399,-99999,2499,-99999,2599,-99999,2699,-99999,2799,-99999,2899,-99999,2999,-99999,3099,-99999,3199,-99999
198104,1981,4,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1199,-99999,1218,99999,1318,57,1418,28,1518,39,1618,2,1718,20,1818,27,1918,8,2018,21,2118,15,2218,2,2318,21,2418,26,2518,35,2618,44,2718,38,2818,44,2918,8,3099,-99999,3199,-99999
198105,1981,5,199,-99999,218,31,318,36,418,7,518,25,618,30,718,26,818,14,918,18,1018,11,1118,45,1218,33,1318,29,1418,31,1518,25,1618,13,1718,11,1818,32,1918,30,2099,-99999,2118,25,2218,35,2318,38,2418,17,2518,28,2618,25,2718,37,2818,23,2999,-99999,3018,37,3118,43
